f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc,cm_dm_db
5.248074599999999812e+00,3.757200000000793239e-04,6.147859999998672720e-02,-6.540149590999999418e+01,-6.812798589999999876e+01
5.370317960000000390e+00,3.934199999999776765e-04,6.290588999999613407e-02,-6.520178321000000210e+01,-6.792941000000000429e+01
5.495408740000000236e+00,4.119400000002215734e-04,6.436641999999892505e-02,-6.500208272000000420e+01,-6.773089919999999609e+01
5.623413249999999586e+00,4.313300000000630519e-04,6.586058999999977459e-02,-6.480239500999999791e+01,-6.753245640000000094e+01
5.754399369999999792e+00,4.516400000000864168e-04,6.738995000000613800e-02,-6.460272050000000377e+01,-6.733408459999999707e+01
5.888436549999999770e+00,4.728900000001701187e-04,6.895321999999737272e-02,-6.440305979000000036e+01,-6.713578699999999344e+01
6.025595860000000137e+00,4.951300000000102841e-04,7.055334999998308376e-02,-6.420341332000000989e+01,-6.693756679999999903e+01
6.165950020000000364e+00,5.184200000001304431e-04,7.218957999998565356e-02,-6.400378177000000335e+01,-6.673942739999999674e+01
6.309573440000000311e+00,5.427899999999041825e-04,7.386446999998952379e-02,-6.380416560000000459e+01,-6.654137249999999426e+01
6.456542289999999795e+00,5.682999999998550322e-04,7.557690000001571207e-02,-6.360456546000000344e+01,-6.634340570000000525e+01
6.606934479999999610e+00,5.950100000000624334e-04,7.732930000000237669e-02,-6.340498187000000030e+01,-6.614553080000000307e+01
6.760829750000000082e+00,6.229599999998391979e-04,7.912229999999453867e-02,-6.320541564000000534e+01,-6.594775210000000243e+01
6.918309709999999946e+00,6.522099999997088560e-04,8.095540000002188208e-02,-6.300586721000000523e+01,-6.575007359999999323e+01
7.079457839999999891e+00,6.828300000001341630e-04,8.283120000001531480e-02,-6.280633742999999924e+01,-6.555249980000000676e+01
7.244359600000000121e+00,7.148899999998015176e-04,8.475039999999012252e-02,-6.260682693000000398e+01,-6.535503520000000321e+01
7.413102409999999587e+00,7.484399999997393138e-04,8.671289999998066378e-02,-6.240733644000000169e+01,-6.515768470000000434e+01
7.585775749999999817e+00,7.835500000004103072e-04,8.872060000001624758e-02,-6.220786676000000170e+01,-6.496045329999999751e+01
7.762471170000000420e+00,8.203099999999352576e-04,9.077410000000440959e-02,-6.200841867999999835e+01,-6.476334620000000086e+01
7.943282349999999603e+00,8.587699999997866485e-04,9.287460000001601657e-02,-6.180899301999999551e+01,-6.456636880000000644e+01
8.128305160000000029e+00,8.990300000002449110e-04,9.502330000000824839e-02,-6.160959055000000006e+01,-6.436952689999999677e+01
8.317637709999999629e+00,9.411699999999356692e-04,9.722039999999765314e-02,-6.141021229999999775e+01,-6.417282629999999699e+01
8.511380380000000301e+00,9.852699999997049929e-04,9.946780000001353983e-02,-6.121085911000000124e+01,-6.397627320000000140e+01
8.709635900000000319e+00,1.031429999999833313e-03,1.017673999999999523e-01,-6.101153181000000103e+01,-6.377987420000000185e+01
8.912509379999999481e+00,1.079729999999834433e-03,1.041183999999759635e-01,-6.081223166000000191e+01,-6.358363589999999732e+01
9.120108390000000398e+00,1.130290000000311323e-03,1.065227999999933672e-01,-6.061295958000000184e+01,-6.338756539999999973e+01
9.332543010000000194e+00,1.183190000000333697e-03,1.089817999999809217e-01,-6.041371658999999994e+01,-6.319167000000000201e+01
9.549925860000000100e+00,1.238559999999999661e-03,1.114977999999950953e-01,-6.021450393000000645e+01,-6.299595750000000294e+01
9.772372210000000337e+00,1.296500000000033737e-03,1.140692999999828317e-01,-6.001532269999999869e+01,-6.280043580000000247e+01
1.000000000000000000e+01,1.357140000000089941e-03,1.167001000000027489e-01,-5.981617411999999945e+01,-6.260511329999999930e+01
1.023292990000000025e+01,1.420599999999883067e-03,1.193892999999945914e-01,-5.961705960999999832e+01,-6.240999879999999678e+01
1.047128550000000047e+01,1.487000000000016087e-03,1.221401999999898180e-01,-5.941798048999999793e+01,-6.221510130000000061e+01
1.071519310000000047e+01,1.556499999999960693e-03,1.249526999999943655e-01,-5.921893803999999761e+01,-6.202043030000000101e+01
1.096478199999999958e+01,1.629219999999875768e-03,1.278275999999891610e-01,-5.901993390999999889e+01,-6.182599590000000234e+01
1.122018450000000023e+01,1.705320000000121183e-03,1.307686000000103377e-01,-5.882096964000000128e+01,-6.163180830000000299e+01
1.148153620000000075e+01,1.784950000000229409e-03,1.337744999999870288e-01,-5.862204673000000099e+01,-6.143787840000000244e+01
1.174897550000000024e+01,1.868280000000055452e-03,1.368484999999850515e-01,-5.842316694999999527e+01,-6.124421749999999776e+01
1.202264429999999962e+01,1.955459999999575871e-03,1.399914000000137548e-01,-5.822433213000000052e+01,-6.105083739999999892e+01
1.230268769999999989e+01,2.046700000000178932e-03,1.432033999999759999e-01,-5.802554415000000176e+01,-6.085775040000000047e+01
1.258925409999999978e+01,2.142149999999620746e-03,1.464880999999991218e-01,-5.782680492999999444e+01,-6.066496939999999682e+01
1.288249549999999921e+01,2.242040000000056210e-03,1.498445999999944434e-01,-5.762811667000000426e+01,-6.047250770000000131e+01
1.318256739999999994e+01,2.346540000000008064e-03,1.532763000000159082e-01,-5.742948135000000320e+01,-6.028037929999999989e+01
1.348962880000000020e+01,2.455879999999854846e-03,1.567842000000041480e-01,-5.723090140000000048e+01,-6.008859890000000092e+01
1.380384259999999941e+01,2.570280000000035869e-03,1.603685999999981959e-01,-5.703237928000000068e+01,-5.989718169999999731e+01
1.412537539999999936e+01,2.689970000000041495e-03,1.640320999999858032e-01,-5.683391733999999929e+01,-5.970614340000000198e+01
1.445439769999999946e+01,2.815190000000189485e-03,1.677769000000068900e-01,-5.663551829000000026e+01,-5.951550069999999693e+01
1.479108390000000028e+01,2.946190000000070697e-03,1.716031999999927393e-01,-5.643718501000000742e+01,-5.932527079999999842e+01
1.513561250000000058e+01,3.083240000000042613e-03,1.755134999999938827e-01,-5.623892036000000161e+01,-5.913547160000000247e+01
1.548816620000000022e+01,3.226619999999957855e-03,1.795085999999912474e-01,-5.604072743000000401e+01,-5.894612190000000140e+01
1.584893190000000018e+01,3.376599999999951862e-03,1.835902999999916574e-01,-5.584260941999999517e+01,-5.875724110000000167e+01
