f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
1.819700859999999976e+00,8.368673799999999829e+00,2.392968279999999837e+00,-2.709943829999999920e+01,-2.875972099999999898e+01,-3.432785410000000326e+01
1.862087140000000085e+00,8.368526349999999780e+00,2.392895869999999814e+00,-2.706161140000000032e+01,-2.874393209999999854e+01,-3.425325540000000046e+01
1.905460719999999997e+00,8.368369449999999432e+00,2.392817529999999859e+00,-2.702235509999999863e+01,-2.872746139999999926e+01,-3.417649469999999923e+01
1.949844600000000039e+00,8.368202789999999780e+00,2.392733100000000057e+00,-2.698162879999999930e+01,-2.871028229999999937e+01,-3.409754910000000194e+01
1.995262309999999983e+00,8.368026009999999459e+00,2.392642410000000108e+00,-2.693939220000000034e+01,-2.869236709999999846e+01,-3.401639780000000002e+01
2.041737939999999973e+00,8.367838750000000658e+00,2.392545269999999835e+00,-2.689560450000000102e+01,-2.867368749999999977e+01,-3.393302200000000113e+01
2.089296130000000140e+00,8.367640630000000357e+00,2.392441480000000009e+00,-2.685022550000000052e+01,-2.865421440000000075e+01,-3.384740510000000313e+01
2.137962089999999815e+00,8.367431229999999331e+00,2.392330840000000070e+00,-2.680321479999999923e+01,-2.863391779999999898e+01,-3.375953270000000117e+01
2.187761619999999851e+00,8.367210110000000256e+00,2.392213110000000142e+00,-2.675453230000000104e+01,-2.861276700000000162e+01,-3.366939270000000306e+01
2.238721139999999998e+00,8.366976819999999648e+00,2.392088059999999849e+00,-2.670413830000000033e+01,-2.859073049999999938e+01,-3.357697540000000203e+01
2.290867650000000033e+00,8.366730880000000425e+00,2.391955439999999822e+00,-2.665199369999999846e+01,-2.856777579999999972e+01,-3.348227339999999685e+01
2.344228820000000102e+00,8.366471779999999470e+00,2.391814969999999985e+00,-2.659805970000000030e+01,-2.854386999999999830e+01,-3.338528159999999900e+01
2.398832919999999813e+00,8.366198980000000063e+00,2.391666369999999819e+00,-2.654229839999999996e+01,-2.851897909999999925e+01,-3.328599760000000174e+01
2.454708919999999850e+00,8.365911929999999330e+00,2.391509339999999817e+00,-2.648467249999999851e+01,-2.849306860000000086e+01,-3.318442139999999796e+01
2.511886430000000114e+00,8.365610020000000091e+00,2.391343560000000146e+00,-2.642514570000000163e+01,-2.846610300000000038e+01,-3.308055519999999916e+01
2.570395780000000130e+00,8.365292639999999835e+00,2.391168700000000147e+00,-2.636368279999999942e+01,-2.843804659999999984e+01,-3.297440389999999866e+01
